['0', 'created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001', ['created', 'mrappmaster', 'for', 'application', 'appattempt_1445144423722_0020_000001'], 'E0']
['656', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '4', 'release', '0', 'newcontainers', '1', 'finishedcontainers', '0', 'resourcelimit', '<memory:0', 'vcores:-27>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['665', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '0', 'release', '1', 'newcontainers', '0', 'finishedcontainers', '1', 'resourcelimit', '<memory:1024', 'vcores:-26>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['824', 'getresources()', 'for', 'application_1445144423722_0020:', 'ask', '5', 'release', '0', 'newcontainers', '0', 'finishedcontainers', '1', 'resourcelimit', '<memory:0', 'vcores:-27>', 'knownnms', '4', ['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4'], 'E108']
['658', 'cannot', 'assign', 'container', 'container:', '[containerid:', 'container_1445144423722_0020_01_000012', 'nodeid:', 'msra-sa-39.fareast.corp.microsoft.com:28345', 'nodehttpaddress:', 'msra-sa-39.fareast.corp.microsoft.com:8042', 'resource:', '<memory:1024', 'vcores:1>', 'priority:', '20', 'token:', 'token', '{', 'kind:', 'containertoken', 'service:', '172.22.149.145:28345', '}', ']', 'for', 'a', 'map', 'as', 'either', 'container', 'memory', 'less', 'than', 'required', '<memory:1024', 'vcores:1>', 'or', 'no', 'pending', 'map', 'tasks', '-', 'maps.isempty', 'true', ['cannot', 'assign', 'container', 'container:', '[containerid:', 'container_1445144423722_0020_01_000012', 'nodeid:', 'msra-sa-39.fareast.corp.microsoft.com:28345', 'nodehttpaddress:', 'msra-sa-39.fareast.corp.microsoft.com:8042', 'resource:', '<memory:1024', 'vcores:1>', 'priority:', '20', 'token:', 'token', '{', 'kind:', 'containertoken', 'service:', '172.22.149.145:28345', '}', ']', 'for', 'a', 'map', 'as', 'either', 'container', 'memory', 'less', 'than', 'required', '<memory:1024', 'vcores:1>', 'or', 'no', 'pending', 'map', 'tasks', '-', 'maps.isempty', 'true'], 'E109']
['907', 'slow', 'readprocessor', 'read', 'fields', 'took', '65020ms', '(threshold', '30000ms);', 'ack:', 'seqno:', '-2', 'status:', 'success', 'status:', 'error', 'downstreamacktimenanos:', '0', 'targets:', '[10.86.169.121:50010', '10.190.173.170:50010]', ['slow', 'readprocessor', 'read', 'fields', 'took', '65020ms', '(threshold', '30000ms);', 'ack:', 'seqno:', '-2', 'status:', 'success', 'status:', 'error', 'downstreamacktimenanos:', '0', 'targets:', '[10.86.169.121:50010', '10.190.173.170:50010]'], 'E110']
['929', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['936', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['945', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['954', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['961', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['970', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['979', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['986', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['995', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1004', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1011', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1028', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1048', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1075', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1082', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1089', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1096', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1101', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1108', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1115', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1122', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1129', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1136', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1143', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1150', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1157', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1164', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1171', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1178', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1185', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1192', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1199', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1206', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1213', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1220', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1227', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1234', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1241', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
['1248', 'retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)', ['retrying', 'connect', 'to', 'server:', 'msra-sa-41:8030.', 'already', 'tried', '0', 'time(s);', 'retry', 'policy', 'is', 'retryuptomaximumcountwithfixedsleep(maxretries', '10', 'sleeptime', '1000', 'milliseconds)'], 'E111']
